SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector
BAH,USA,123.35,2025-05-23,68.86,4.11,-11.27%,1.33,7.476,12.485,"2,605",26.50%,44.01%  (  -0.39%),60.72%,"27,603",10,4,4,85,Consulting Services
PDD,USA,111.32,2025-05-28,59.20,4.51,-3.11%,2.83,8.949,11.950,"36,358",51.61%,53.95%  (  -1.96%),52.46%,"1,340,339",4,4,4,80,Internet Retail
OKTA,USA,117.07,2025-05-27,68.17,4.74,32.00%,7.79,12.035,13.736,"14,789",56.36%,61.60%  (  -1.38%),67.20%,"173,742",6,4,4,75,Software - Infrastructure
LI,USA,25.68,2025-05-19,58.81,0.90,7.95%,1.07,9.984,11.310,"6,319",53.37%,61.35%  (  -1.76%),41.79%,"276,060",9,4,4,75,Auto Manufacturers
ANF,USA,69.59,2025-05-28,41.02,4.06,-44.56%,0.69,13.229,17.788,"4,474",79.20%,82.76%  (  +3.69%),80.91%,"132,010",8,4,4,70,Apparel Retail
A,USA,105.24,2025-05-28,42.95,3.92,-20.81%,4.59,7.474,10.620,"1,028",45.99%,37.07%  (  -1.31%),43.39%,"30,434",9,4,5,75,Diagnostics & Research
NVDA,USA,113.54,2025-05-28,54.88,5.68,-9.20%,21.22,9.229,11.670,"1,749,366",75.17%,54.79%  (  +1.03%),37.80%,"21,845,008",7,5,5,85,Semiconductors
NTNX,USA,72.35,2025-05-28,62.27,2.87,13.51%,8.32,13.097,15.238,"1,010",67.52%,53.02%  (  +2.03%),62.27%,"112,637",7,5,5,87,Software - Infrastructure
PSTG,USA,47.58,2025-06-04,56.76,2.28,-13.85%,4.90,14.476,17.654,"2,297",75.73%,60.21%  (  +1.74%),56.13%,"81,751",4,4,4,75,Computer Hardware
CRM,USA,273.36,2025-06-04,56.28,8.62,-6.75%,6.92,7.799,10.517,"18,145",46.58%,45.55%  (  +0.14%),67.88%,"512,422",5,4,4,85,Software - Application
CRDO,Cayman Islands,47.67,2025-06-04,58.57,3.58,1.14%,24.71,21.846,27.061,"2,552",108.43%,93.87%  (  +2.05%),54.26%,"92,166",5,5,5,80,Semiconductors
CHWY,USA,38.17,2025-06-04,63.57,1.60,19.48%,1.33,12.474,13.176,"9,844",44.94%,54.89%  (  +1.92%),18.21%,"223,537",10,5,4,85,Internet Retail
DELL,USA,93.95,2025-05-29,55.16,4.56,-15.33%,0.69,10.210,13.540,"23,374",90.43%,63.20%  (  +0.59%),59.70%,"716,401",4,5,5,78,Computer Hardware
COST,USA,1010.50,2025-05-29,62.07,25.58,8.34%,1.70,3.965,6.050,"17,613",29.60%,29.16%  (  +1.08%),47.76%,"268,598",6,4,5,85,Discount Stores
MRVL,USA,61.22,2025-05-29,51.94,3.64,-26.43%,9.17,9.547,14.658,"35,589",97.85%,67.33%  (  -1.14%),46.91%,"805,555",8,5,5,85,Semiconductors
LULU,USA,270.80,2025-06-04,45.49,12.35,-13.63%,3.20,9.756,12.085,"7,608",70.12%,47.76%  (  -0.48%),46.32%,"177,032",9,4,4,80,Apparel Retail
S,USA,18.74,2025-05-29,53.93,0.81,-17.78%,7.52,14.847,13.679,"4,757",62.08%,65.36%  (  -1.64%),62.62%,"185,055",7,5,5,78,Software - Infrastructure
ULTA,USA,387.14,2025-05-29,56.40,13.37,2.14%,1.55,7.885,9.399,796,45.38%,45.42%  (  +1.25%),58.65%,"66,940",9,4,4,65,Specialty Retail
IOT,USA,41.40,2025-06-05,58.39,2.04,-8.15%,18.87,16.060,15.957,"1,667",66.51%,65.59%  (  +5.69%),52.11%,"120,668",6,4,4,80,Software - Infrastructure
ZS,USA,233.10,2025-05-29,68.81,8.37,20.79%,14.89,10.489,9.319,"10,428",61.84%,47.62%  (  +1.68%),40.76%,"228,040",9,5,5,85,Software - Infrastructure
CRWD,USA,443.21,2025-06-03,68.03,18.81,32.03%,27.79,9.624,12.586,"26,253",65.42%,55.10%  (  +2.31%),53.21%,"373,548",5,5,5,85,Software - Infrastructure
ESTC,Netherlands,82.85,2025-05-29,46.34,4.10,-12.70%,6.05,17.729,19.373,"1,677",64.16%,66.90%  (  +3.95%),58.06%,"30,325",4,5,5,80,Software - Application
HPE,USA,16.49,2025-06-03,55.98,0.70,-14.87%,0.70,9.193,12.402,"5,614",78.64%,52.18%  (  +1.41%),47.72%,"582,178",7,4,4,70,Communication Equipment
MDB,USA,172.22,2025-05-29,48.35,8.96,-31.26%,6.97,13.517,11.195,"7,031",71.91%,77.43%  (  +1.84%),76.66%,"210,618",7,5,5,70,Software - Infrastructure
AVGO,USA,200.09,2025-06-05,60.69,8.97,7.96%,17.25,7.327,12.469,"87,810",77.26%,53.26%  (  +2.20%),46.84%,"2,099,980",9,5,5,88,Semiconductors
GTLB,USA,46.49,2025-06-02,50.03,2.51,-15.74%,10.12,15.728,16.205,"3,041",72.31%,69.04%  (  +3.08%),62.67%,"102,487",7,5,5,80,Software - Infrastructure
ASO,USA,37.68,2025-06-10,42.13,1.97,-26.23%,0.42,9.674,0.000,905,82.35%,57.85%  (  +1.68%),57.47%,"32,096",7,4,4,60,Specialty Retail
ADBE,USA,382.98,2025-06-12,57.95,11.05,-18.69%,7.41,7.904,0.000,"14,810",37.05%,28.56%  (  +0.04%),19.83%,"309,725",8,4,4,85,Software - Application
KR,USA,72.97,2025-06-19,64.05,1.67,21.04%,0.33,5.659,0.000,"4,789",29.45%,21.69%  (  -0.70%),19.64%,"245,781",6,4,4,80,Grocery Stores
UEC,USA,5.55,2025-06-06,61.94,0.32,-11.45%,35.60,6.243,0.000,"5,041",62.34%,67.33%  (  -2.55%),53.97%,"222,859",6,4,4,0,Uranium
RBRK,USA,74.24,2025-06-10,65.29,3.84,40.78%,15.89,19.038,0.000,860,77.62%,75.89%  (  +2.24%),44.90%,"42,969",6,5,5,75,Software - Infrastructure
ORCL,USA,147.70,2025-06-10,57.65,5.74,-7.58%,7.42,8.738,0.000,"28,662",57.19%,36.80%  (  +1.44%),38.21%,"733,664",7,4,4,90,Software - Infrastructure
DRI,USA,198.50,2025-06-19,48.93,5.44,13.09%,1.97,5.712,0.000,"1,146",30.13%,33.36%  (  +2.79%),60.84%,"31,821",7,4,4,80,Restaurants
ACN,Ireland,303.80,2025-06-20,53.17,8.13,-11.44%,2.83,6.507,0.000,"2,917",36.08%,25.93%  (  -0.64%),30.39%,"87,771",8,4,4,80,Information Technology Services
10:22:30 PM,,,,,,,,,,,,,,,,,,,
